,,,,,,,,,,,,,,,,
Status,Submittal ID,Subject,From Company,Expected,Received,Days Late Received,Due Date,Days Late Responding,Responded,Final Response,Last Action Action,Prepared On,Closed,Days +/-,row height,Days +/- responding
,31 66 16-007-03,31 66 16-007-03 Shoring Pile SD (WEST) Rev 3,Mortenson Construction,,4/17/2019,,5/1/2019,,5/3/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/3/2019,31123,R,-11
,31 66 16-007-04,31 66 16-007-04 Shoring Pile SD (WEST) Rev 4,Mortenson Construction,5/17/2019,5/14/2019,,5/28/2019,,5/14/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/14/2019,-4,R,-11
,31 66 16-007-05,31 66 16-007-05 Shoring Pile SD (WEST) Rev 5,Mortenson Construction,5/28/2019,6/28/2019,23 ,7/15/2019,,7/9/2019,Approved as Noted,Approved as Noted,10/11/2021,7/9/2019,24,R,-12
,31 66 16-008-00,31 66 16-008-00 Shoring Pile Shop Drawing (SOUTH),Mortenson Construction,,3/29/2019,,4/12/2019,,,Void,Void,10/11/2021,4/16/2019,31110,R,-11
,31 66 16-008-01,31 66 16-008-01 Shoring Pile SD (SOUTH),Mortenson Construction,,4/18/2019,,5/2/2019,,5/10/2019,Approved as Noted,Approved as Noted,10/11/2021,5/10/2019,31124,R,-11
,31 66 16-009-00,31 66 16-009-00 Permanent Shoring Pile Survey Layout,Mortenson Construction,,4/18/2019,,5/2/2019,,4/25/2019,Rejected,Rejected,10/11/2021,4/25/2019,31124,R,-11
,31 66 16-009-01,31 66 16-009-01 Permanent Shoring Pile Survey Layout,Mortenson Construction,,5/1/2019,,5/15/2019,,5/10/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/10/2019,31133,R,-11
,31 66 16-009-02,31 66 16-009-02: Permanent Shoring Pile Survey Layout REV 2,Mortenson Construction,,6/6/2019,,6/20/2019,,,For Construction,For Construction,10/11/2021,6/26/2019,31159,R,-11
,31 66 16-010-00,31 66 16-010-00 Tieback Anchor SD (Phase 1)-Above El 114)),Mortenson Construction,,4/24/2019,,5/8/2019,,5/3/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/3/2019,31128,R,-11
,31 66 16-010-01,31 66 16-010-01 Tieback Anchor SD (Phase 1) NORTH Half of East and West REV 1,Mortenson Construction,,5/6/2019,,5/20/2019,,5/6/2019,Revise and Resubmit,Revise and Resubmit,10/11/2021,5/6/2019,31136,R,-11
,31 66 16-010-02,31 66 16-010-02 Tieback Anchor SD (Phase 1) REV 2,Mortenson Construction,,5/7/2019,,5/21/2019,,5/7/2019,Approved as Noted,Approved as Noted,10/11/2021,5/7/2019,31137,R,-11
,31 66 16-010-03,31 66 16-010-03 Tieback Anchor Shop Drawings (Phase 1) REV 3,Mortenson Construction,,5/10/2019,,5/24/2019,,5/22/2019,Approved as Noted,Approved as Noted,10/11/2021,5/22/2019,31140,R,-11
,31 66 16-011-00,31 66 16-011-00: Tangent Shaft Rebar Cage SD,Mortenson Construction,,5/23/2019,,6/7/2019,,6/5/2019,Approved as Noted,Approved as Noted,10/11/2021,6/5/2019,31149,R,-12
,31 66 16-011-01,31 66 16-011-01: Tangent Shaft Rebar Cage Shop Drawings REV 1,Mortenson Construction,,6/10/2019,,6/24/2019,,6/19/2019,Approved as Noted,Approved as Noted,10/11/2021,6/19/2019,31161,R,-11
,31 66 16-012-00,Tieback Anchor Shop Drawings (Phase 2 - Below El 114),Mortenson Construction,,6/26/2019,,7/17/2019,,7/15/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/15/2019,31173,R,-16
,31 66 16-012-01,31 66 16-012-01 Tieback Anchor Shop Drawings (Phase 2 - Below El 114),Mortenson Construction,7/29/2019,7/19/2019,,8/2/2019,,8/13/2019,Approved as Noted,Approved as Noted,10/11/2021,8/13/2019,-7,R,-11
,31 66 16-012-02,31 66 16-012-02 Tieback Anchor Shop Drawings (Phase 2 - Below El 114) REV 2,Mortenson Construction,,9/4/2019,,9/18/2019,,9/5/2019,Approved as Noted,Approved as Noted,10/11/2021,9/5/2019,31223,R,-11
,31 66 16-012-03,31 66 16-012-03 Tieback Anchor Shop Drawings (Added South Tiebacks),Mortenson Construction,,9/20/2019,,10/4/2019,,9/24/2019,Approved as Noted,Approved as Noted,10/11/2021,9/24/2019,31235,R,-11
,31 66 16-013-00,31 66 16-013-00 North Portal Soldier Pile Shop Drawing,Mortenson Construction,,7/18/2019,,8/1/2019,,8/7/2019,Approved as Noted,Approved as Noted,10/11/2021,8/7/2019,31189,R,-11
,31 66 16-013-01,31 66 16-013-01 North Portal Soldier Pile Shop Drawing,Mortenson Construction,,8/7/2019,,8/21/2019,,8/9/2019,Approved as Noted,Approved as Noted,10/11/2021,8/9/2019,31203,R,-11
,31 66 16-014-00,31 66 16-014-00 South Parcel- Shoring Submittals,Mortenson Construction,,9/17/2019,,10/1/2019,,9/18/2019,No Action Taken or Required,No Action Taken or Required,10/11/2021,9/18/2019,31232,R,-11
,31 66 16-014-01,31 66 16-014-01 South Parcel- Shoring Submittals,Mortenson Construction,,10/7/2019,,10/21/2019,,10/21/2019,No Action Taken or Required,No Action Taken or Required,10/11/2021,10/21/2019,31246,R,-11
,31 66 16-015-00,31 66 16-015-00 KEXP Tierod Void Grout (TT ERS Action Item 0017),Mortenson Construction,,9/26/2019,,10/10/2019,,10/4/2019,For Information Only,For Information Only,10/11/2021,10/4/2019,31239,R,-11
,31 66 16-016-00,31 66 16-016-00 ERS Welding Procedures (WPS),Mortenson Construction,,2/6/2020,,2/20/2020,,2/7/2020,No Action Taken or Required,No Action Taken or Required,10/11/2021,2/7/2020,31334,R,-11
,31 66 16-017-00,31 66 16-017-00 North Portal - Secant Pile Backfill,Mortenson Construction,,2/6/2020,,2/20/2020,,2/7/2020,Approved,Approved,10/11/2021,2/7/2020,31334,R,-11
,32 12 16-001-00,32 12 16-001-00 Tack Coat,Mortenson Construction,,5/13/2019,,5/27/2019,,5/13/2019,Approved,Approved,10/11/2021,5/13/2019,31141,R,-11
,32 12 16-002-00,32 12 16-002-00 Hot Mix Asphalt Design,Mortenson Construction,,5/8/2019,,5/22/2019,,5/8/2019,Approved,Approved,10/11/2021,5/8/2019,31138,R,-11
,32 12 16-005-00,32 12 16-005-00 HMA Mix-1st Ave,Mortenson Construction,,4/13/2020,,4/27/2020,,4/21/2020,Approved as Noted,Approved as Noted,10/11/2021,4/21/2020,31381,R,-11
,32 12 16-006-00,32 12 16-006-00 Hot Mix Asphalt Paving at South Parcel and 1st Ave Garage Entry,Mortenson Construction,,12/14/2020,,1/6/2021,,12/15/2020,Approved as Noted,Approved as Noted,10/11/2021,12/15/2020,31556,R,-18
,32 12 16-007-00,32 12 16-007-00 Precast Wheel Stops Product Data,Mortenson Construction,,12/23/2020,,1/15/2021,,1/4/2021,Approved as Noted,Approved as Noted,10/11/2021,1/4/2021,31563,R,-18
,32 12 16-008-00,32 12 16-008-00 Pavement Marking Paint Product Data,Mortenson Construction,,12/23/2020,,1/15/2021,,1/4/2021,Approved as Noted,Approved as Noted,10/11/2021,1/4/2021,31563,R,-18
,32 12 16-009-00,32 12 16-009-00 Herbicide Treatment Product Data,Mortenson Construction,,1/11/2021,,1/26/2021,,1/20/2021,Rejected,Rejected,10/11/2021,1/20/2021,31576,R,-12
,32 12 16-010-00,32 12 16-010-00 Tack Coat - South Parcel and 1st Ave Garage Entry,Mortenson Construction,,1/12/2021,,1/27/2021,,1/20/2021,Approved,Approved,10/11/2021,1/20/2021,31577,R,-12
,32 12 16-011-00,32 12 16-011-00 Crushed Surfacing Base Course Product Data - South Parcel and 1st Ave Garage Entry,Mortenson Construction,,1/12/2021,,1/27/2021,,1/20/2021,Approved,Approved,10/11/2021,1/20/2021,31577,R,-12
,32 12 16-012-00,32 12 16-012-00 Parking Stencils for New Arena Garage and 1st Ave Garage,Mortenson Construction,,7/2/2021,,7/19/2021,,7/13/2021,Approved,Approved,10/11/2021,7/13/2021,31700,R,-12
,32 12 43-001-00,32 12 43-001-00 FLEXIBLE POROUS PAVEMENT - Product Data,Mortenson Construction,,2/8/2021,,2/22/2021,,2/24/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,2/24/2021,31596,R,-11
,32 12 43-001-01,32 12 43-001-01 FLEXIBLE POROUS PAVEMENT - Product Data,Mortenson Construction,3/10/2021,3/1/2021,,3/15/2021,,3/3/2021,Approved,Approved,10/11/2021,3/3/2021,-8,R,-11
,32 12 43-003-00,32 12 43-003-00 FLEXIBLE POROUS PAVEMENT - LEED Data,Mortenson Construction,,3/2/2021,,3/16/2021,,3/9/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,3/9/2021,31612,R,-11
,32 13 13-009-00,32 13 13-009-00 Site Paving Mix Designs,Mortenson Construction,,5/12/2021,,5/26/2021,,6/3/2021,Approved as Noted,Approved as Noted,10/11/2021,6/3/2021,31663,R,-11
,32 13 13-010-00,32 13 13-010-00 Joint Sealant Product Data,Mortenson Construction,,5/27/2021,,6/11/2021,,6/7/2021,Approved as Noted,Approved as Noted,10/11/2021,6/7/2021,31674,R,-12
,32 13 13-011-00,32 13 13-011-00 Fiber Expansion Board Product Data,Mortenson Construction,,5/27/2021,,6/11/2021,,6/7/2021,Approved as Noted,Approved as Noted,10/11/2021,6/7/2021,31674,R,-12
,32 13 13-012-00,32 13 13-012-00 Area 6 North Courtyard Flatwork Layout Drawings,Mortenson Construction,,5/27/2021,,6/11/2021,,6/8/2021,Approved as Noted,Approved as Noted,10/11/2021,6/8/2021,31674,R,-12
,32 13 13-013-00,32 13 13-013-00 Area 7 Flatwork Layout Drawings,Mortenson Construction,,5/28/2021,,6/14/2021,,6/14/2021,Approved as Noted,Approved as Noted,10/11/2021,6/14/2021,31675,R,-12
,32 13 13-014-00,32 13 13-014-00 Sitework Flatwork Concrete Water Cure,Mortenson Construction,,6/23/2021,,7/7/2021,,6/28/2021,For Information Only,For Information Only,10/11/2021,6/28/2021,31693,R,-11
,32 13 73-005-00,32 13 73-005-00 Concrete Joint Sealant for South Parcel Decline Paving Joints,Mortenson Construction,,5/11/2021,,5/25/2021,,5/24/2021,Approved as Noted,Approved as Noted,10/11/2021,5/24/2021,31662,R,-11
,32 31 13-002-00,"32 31 13-002-00 - Chain Link Fences and Gates SD, PD",Mortenson Construction,,2/22/2021,,3/8/2021,,3/11/2021,Approved as Noted,Approved as Noted,10/11/2021,3/11/2021,31606,R,-11
,32 31 13-003-00,32 31 13-003-00 CHAIN LINK FENCES AND GATES - Samples,Mortenson Construction,,4/14/2021,,4/28/2021,,4/23/2021,Approved,Approved,10/11/2021,4/23/2021,31643,R,-11
,32 31 13-004-00,32 31 13-004-00 CHAIN LINK FENCES AND GATES - Delegated-Design Submittal,Mortenson Construction,,4/21/2021,,5/5/2021,,4/23/2021,Approved as Noted,Approved as Noted,10/11/2021,4/23/2021,31648,R,-11
,32 31 13-009-00,32 31 13-009-00 SCL Switchgear Vault Fence,Mortenson Construction,,3/8/2021,,3/22/2021,,3/26/2021,Not Required For Review,Not Required For Review,10/11/2021,3/26/2021,31616,R,-11
,32 31 13-010-00,32 31 13-010-00 Chain Link Fence Shop Drawings and Product Data for Electrical Room 01.11.08,Mortenson Construction,,3/15/2021,,3/29/2021,,3/22/2021,Approved as Noted,Approved as Noted,10/11/2021,3/22/2021,31621,R,-11
,32 31 13-011-00,32 31 13-011-00 Chain Link Fences and Gates Delegated Design Submittal for Electrical Room 01.11.08,Mortenson Construction,,4/19/2021,,5/3/2021,,4/23/2021,Approved as Noted,Approved as Noted,10/11/2021,4/23/2021,31646,R,-11
,32 31 16-002-00,"32 31 16-002-00 DECORATIVE METAL FENCES AND GATES - SD, PD - South Parcel",Mortenson Construction,,2/22/2021,,3/8/2021,,3/11/2021,Approved as Noted,Approved as Noted,10/11/2021,3/11/2021,31606,R,-11
,32 31 16-003-00,32 31 16-003-00 DECORATIVE METAL FENCES AND GATES - Samples,Mortenson Construction,,4/1/2021,,4/15/2021,,4/5/2021,Approved,Approved,10/11/2021,4/5/2021,31634,R,-11
,32 31 16-005-00,32 31 16-005-00 DECORATIVE METAL FENCES AND GATES - Delegated-Design Submittal,Mortenson Construction,,4/19/2021,,5/3/2021,,4/23/2021,For Information Only,For Information Only,10/11/2021,4/23/2021,31646,R,-11
,32 31 16-011-00,32 31 16-011-00 South Parcel Telescoping Gate - G3 Shop Drawings and Product Data,Mortenson Construction,,3/15/2021,,3/29/2021,,3/29/2021,Approved as Noted,Approved as Noted,10/11/2021,3/29/2021,31621,R,-11
,32 31 16-012-00,32 31 16-012-00 Decorative Metal fence & Gates Color Selections,Mortenson Construction,,3/15/2021,,3/29/2021,,3/22/2021,Approved as Noted,Approved as Noted,10/11/2021,3/22/2021,31621,R,-11
,32 31 16-013-00,"32 31 16-013-00 South Parcel G5 Telescoping Gate- Shop Drawings, Product Data",Mortenson Construction,,4/26/2021,,5/10/2021,,5/3/2021,Approved as Noted,Approved as Noted,10/11/2021,5/3/2021,31651,R,-11
,32 31 16-014-00,32 31 16-014-00 Decorative Metal Gate at Ticket Office Roof Shop Drawings,Mortenson Construction,,7/14/2021,,7/28/2021,,7/15/2021,Approved as Noted,Approved as Noted,10/11/2021,7/15/2021,31708,R,-11
,32 84 00-001-00,32 84 00-001-00 PLANTING IRRIGATION - Product Data,Mortenson Construction,,1/7/2021,,1/22/2021,,1/24/2021,Approved as Noted,Approved as Noted,10/11/2021,1/24/2021,31574,R,-12
,32 84 00-001-01,32 84 00-001-01 Planting Irrigation - Product Data,Mortenson Construction,,7/27/2021,,8/10/2021,,8/16/2021,Approved,Approved,10/11/2021,8/16/2021,31717,R,-11
,32 84 00-008-00,32 84 00-008-00 Irrigation Exterior Conduit and J-Box for Control Wire Pathway Product Data,Mortenson Construction,,5/11/2021,,5/25/2021,,5/19/2021,Approved as Noted,Approved as Noted,10/11/2021,5/19/2021,31662,R,-11
,32 84 00-009-00,32 84 00-009-00 Planting Irrigation Point of Connection Water Pressure Test Area 6 & 7,Mortenson Construction,,7/29/2021,,8/12/2021,,8/2/2021,No Action Taken or Required,No Action Taken or Required,10/11/2021,8/2/2021,31719,R,-11
,32 84 00-010-00,32 84 00-010-00 Living wall irrigation shop drawings,Mortenson Construction,,8/25/2021,,9/8/2021,,9/1/2021,Not Required For Review,Not Required For Review,10/11/2021,9/1/2021,31738,R,-11
,32 90 00-007-00,32 90 00-007-00 PLANTING - Samples,Mortenson Construction,,5/26/2021,,6/10/2021,,6/13/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/13/2021,31673,R,-12
,32 90 00-010-00,32 90 00-010-00 Plant Material List (Part 1),Mortenson Construction,,1/12/2021,,1/27/2021,,4/12/2021,Approved as Noted,Approved as Noted,10/11/2021,4/12/2021,31577,R,-12
,32 90 00-011-00,32 90 00-011-00 Plant Material List (Part 2) Product Data/Certifications,Mortenson Construction,,5/7/2021,,5/21/2021,,5/24/2021,Approved as Noted,Approved as Noted,10/11/2021,5/24/2021,31660,R,-11
,32 90 00-012-00,32 90 00-012-00 Plant Material List (Part 3),Mortenson Construction,,6/7/2021,,6/21/2021,,7/9/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/9/2021,31681,R,-11
,32 90 00-013-00,"32 90 00-013-00 Drain Rock Sample (5/8"" Clean Crushed Basalt)",Mortenson Construction,,7/2/2021,,7/19/2021,,7/8/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/8/2021,31700,R,-12
,32 90 00-013-01,"32 90 00-013-01 Drain Rock Sample (5/8"" Clean Crushed Basalt)",Mortenson Construction,,7/15/2021,,7/29/2021,,8/4/2021,Approved,Approved,10/11/2021,8/4/2021,31709,R,-11
,32 90 00-014-00,32 90 00-014-00 Planting Material List (Part 4) Additional Product Data,Mortenson Construction,,8/2/2021,,8/16/2021,,8/19/2021,Approved,Approved,10/11/2021,8/19/2021,31721,R,-11
,32 90 00-015-00,32 90 00-015-00 Top Soil Test Reports (Revised from Planting Material Part 2),Mortenson Construction,,8/31/2021,,9/14/2021,,9/13/2021,Approved,Approved,10/11/2021,9/13/2021,31742,R,-11
,32 90 00-016-00,"32 90 00-016-00 Manufacturers Mineral Co. Black Pebble 5/16"" Crushed Gravel Mulch",Mortenson Construction,,9/2/2021,,9/16/2021,,9/13/2021,Approved,Approved,10/11/2021,9/13/2021,31744,R,-11
,32 90 00-017-00,32 90 00-017-00 Plant Material List (Part 5),Mortenson Construction,,9/2/2021,,9/16/2021,,9/13/2021,Approved,Approved,10/11/2021,9/13/2021,31744,R,-11
,32 90 00-018-00,32 90 00-018-00 Porous Paving Sample,Mortenson Construction,,9/2/2021,,9/16/2021,,9/13/2021,Approved,Approved,10/11/2021,9/13/2021,31744,R,-11
,32 90 00-019-00,32 90 00-019-00 Landscape Mulch Sample,Mortenson Construction,,9/2/2021,,9/15/2021,,9/13/2021,Approved,Approved,10/11/2021,9/13/2021,31744,R,-10
,32 90 00-020-00,32 90 00-020-00 Landscaping Sod Product Data,Mortenson Construction,,9/13/2021,,9/27/2021,,9/29/2021,Approved,Approved,10/11/2021,9/29/2021,31751,R,-11
,32 94 00-001-00,32 94 00-001-00 SOIL CELLS - Product Data,Mortenson Construction,,2/12/2021,,2/26/2021,,2/24/2021,Approved,Approved,10/11/2021,2/24/2021,31600,R,-11
,33 41 00-001-00,33 41 00-001-00 Some Pipe and Fittings Product Data,Mortenson Construction,,4/9/2019,,4/23/2019,,4/10/2019,Approved as Noted,Approved as Noted,10/11/2021,4/10/2019,31117,R,-11
,33 41 00-001-01,33 41 00-001-1 Product Data (Some Pipe and Fittings),Mortenson Construction,,4/12/2019,,4/26/2019,,4/25/2019,Approved,Approved,10/11/2021,4/25/2019,31120,R,-11
,33 41 00-002-00,33 41 00-002-00 MH Storm Utility Drainage Piping ,Mortenson Construction,,4/9/2019,,4/23/2019,,4/10/2019,Approved as Noted,Approved as Noted,10/11/2021,4/10/2019,31117,R,-11
,33 41 00-002-01,33 41 00-002-01 Shop Drawings (MH),Mortenson Construction,,4/22/2019,,5/6/2019,,4/25/2019,Approved as Noted,Approved as Noted,10/11/2021,4/25/2019,31126,R,-11
,33 41 00-004-00,33 41 00-004-00 South Parcel Detention Vault SDs & Calcs,Mortenson Construction,,4/9/2019,,4/23/2019,,4/15/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,4/15/2019,31117,R,-11
,33 41 00-004-01,33 41 00-004-01 South Parcel Detention Vault SDs & Calcs,Mortenson Construction,4/29/2019,4/17/2019,,5/1/2019,,4/22/2019,Approved,Approved,10/11/2021,4/22/2019,-9,R,-11
,33 41 00-005-0,33 41 00-005-0 South Parcel Submittal Package,Mortenson Construction,,5/20/2019,,6/3/2019,,5/22/2019,Approved,Approved,10/11/2021,5/22/2019,31146,R,-11
,33 41 00-006-00,33 41 00-006-00 CMP (Tanks) - South Parcel,Mortenson Construction,,5/22/2019,,6/5/2019,,5/23/2019,Approved,Approved,10/11/2021,5/23/2019,31148,R,-11
,33 41 00-007-00,33 41 00-007-00: South Parcel Submittal Package #2 - Shop Drawings,Mortenson Construction,,6/4/2019,,6/18/2019,,6/5/2019,Approved as Noted,Approved as Noted,10/11/2021,6/5/2019,31157,R,-11
,33 41 00-008-00,33 41 00-008-00 South Parcel Submittal Package #2 (Additional),Mortenson Construction,,6/21/2019,,7/5/2019,,6/26/2019,Approved,Approved,10/11/2021,6/26/2019,31170,R,-11
,33 41 00-009-00,33 41 00-009-00 CMP Tanks Saddle Tee's,Mortenson Construction,,7/31/2019,,8/14/2019,,8/1/2019,Approved,Approved,10/11/2021,8/1/2019,31198,R,-11
,33 41 00-010-00,"33 41 00-010-00 Storm Utilities Package #2 (PVC Pipe, Area Drain, SSMH 10, SDMH-8, Frame & Covers, and CB Casting)",Mortenson Construction,,8/15/2019,,8/29/2019,,8/28/2019,Approved,Approved,10/11/2021,8/28/2019,31209,R,-11
,33 41 00-011-00,33 41 00-011-00 Trench Drain C204 (Trench Drain Schedule 25 & 26),Mortenson Construction,,9/19/2019,,10/3/2019,,10/8/2019,Rejected,Rejected,10/11/2021,10/8/2019,31234,R,-11
,33 41 00-011-01,33 41 00-011-01 Trench Drain C204 (Trench Drain Schedule 25 & 26),Mortenson Construction,,2/28/2020,,3/13/2020,,3/19/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,3/19/2020,31350,R,-11
,33 41 00-011-02,33 41 00-011-02 Trench Drain C204 (Trench Drain Schedule 25 & 26),Mortenson Construction,,3/23/2020,,4/6/2020,,4/16/2020,Approved as Noted,Approved as Noted,10/11/2021,4/16/2020,31366,R,-11
,33 41 00-012-00,33 41 00-012-00 Coupling,Mortenson Construction,,9/12/2019,,9/26/2019,,9/17/2019,Approved,Approved,10/11/2021,9/17/2019,31229,R,-11
,33 41 00-013-00,"33 41 00-013-00 Revised SSMH #8 and 10"" PVC added",Mortenson Construction,,10/2/2019,,10/16/2019,,10/9/2019,Approved,Approved,10/11/2021,10/9/2019,31243,R,-11
,33 41 00-015-00,33 41 00-015-00 Access Hatches and Restrictor Assemblies (East & West Detention Tanks),Mortenson Construction,,2/11/2020,,2/25/2020,,2/27/2020,Approved as Noted,Approved as Noted,10/11/2021,2/27/2020,31337,R,-11
,33 41 00-016-00,33 41 00-016-00 Storm & Sewer Package #3 (1st Ave N),Mortenson Construction,,4/13/2020,,4/27/2020,,4/20/2020,Approved as Noted,Approved as Noted,10/11/2021,4/20/2020,31381,R,-11
,33 41 00-017-00,"33 41 00-017-00 Catch Basins TYPE 50 (CB-S1, CB-S2, CB-S12) - SCL Work & Bressi",Mortenson Construction,,7/15/2020,,7/29/2020,,7/20/2020,Approved,Approved,10/11/2021,7/20/2020,31448,R,-11
,33 41 00-018-00,33 41 00-018-00 Storm & Sewer Submittal Package (1st Ave) - UPDATED,Mortenson Construction,,9/18/2020,,10/2/2020,,10/5/2020,Approved as Noted,Approved as Noted,10/11/2021,10/5/2020,31495,R,-11
,33 41 00-019-00,33 41 00-019-00 N-Courtyard Submittal Package,Mortenson Construction,,3/2/2021,,3/16/2021,,3/9/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,3/9/2021,31612,R,-11
,33 41 00-019-01,33 41 00-019-01 N-Courtyard Submittal Package,Mortenson Construction,,5/4/2021,,5/18/2021,,5/12/2021,Approved as Noted,Approved as Noted,10/11/2021,5/12/2021,31657,R,-11
,33 41 00-020-00,33 41 00-020-00 Grout for Precast Storm Vault,Mortenson Construction,,5/21/2021,,6/7/2021,,6/7/2021,Approved,Approved,10/11/2021,6/7/2021,31670,R,-12
,33 46 00-001-00,33 46 00-001-00 SUBDRAINAGE - Product Data,Mortenson Construction,,1/2/2020,,1/16/2020,,1/2/2020,Approved,Approved,10/11/2021,1/2/2020,31309,R,-11
,33 46 00-001-01,33 46 00-001-01 SUBDRAINAGE - Product Data,Mortenson Construction,,4/24/2020,,5/8/2020,,4/28/2020,Approved,Approved,10/11/2021,4/28/2020,31390,R,-11
,33 46 00-002-00,33 46 00-002-00 SUBDRAINAGE - Shop Drawings,Mortenson Construction,,8/22/2019,,9/5/2019,,9/10/2019,Approved as Noted,Approved as Noted,10/11/2021,9/10/2019,31214,R,-11
,33 46 00-002-01,33 46 00-002-01 SUBDRAINAGE SD,Mortenson Construction,,6/17/2020,,7/1/2020,,7/17/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/17/2020,31428,R,-11
,33 46 00-002-02,33 46 00-002-02 SUBDRAINAGE - Shop Drawings,Mortenson Construction,,8/24/2020,,9/8/2020,,9/1/2020,Approved,Approved,10/11/2021,9/1/2020,31476,R,-12
,46.0,Non-Priority Doors & Frames - Event Level,Mortenson Construction,,4/20/2020,,5/4/2020,,4/24/2020,Rejected,Rejected,10/11/2021,4/24/2020,31386,R,-11
,RS 05 12 00-001-00,RS 05 12 00-001-00 Structural Steel Erection and Shop Drawings,,,7/8/2021,,7/13/2021,,7/12/2021,Approved as Noted,Approved as Noted,10/11/2021,7/12/2021,31704,R,-4
,RS 05 12 00-001-01,RS 05 12 00-001-01 Revised Overhead Door Support ,,,8/4/2021,,8/6/2021,,8/5/2021,Approved as Noted,Approved as Noted,10/11/2021,8/5/2021,31723,R,-3
,RS 05 12 00-002-00,RS 05 12 00-002-00 Jersey Coaster Support Steel,,,8/5/2021,,8/19/2021,,8/5/2021,Approved as Noted,Approved as Noted,10/11/2021,8/5/2021,31724,R,-11
,RS 06 41 00-001-00,RS 06 41 00-001-00 Casework Materials ,,,7/8/2021,,7/13/2021,,7/12/2021,Approved as Noted,Approved as Noted,10/11/2021,7/12/2021,31704,R,-4
,RS 06 41 00-002-00,"RS 06 41 00-002-00 Casework (Cashwrap, Backwrap, Customization Station)",,,7/12/2021,,7/15/2021,,7/16/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/16/2021,31706,R,-4
,RS 06 41 00-002-01,"RS 06 41 00-002-01 Casework (Cashwrap, Backwrap, Customization Station) ",,,7/21/2021,,8/4/2021,,7/21/2021,For Information Only,For Information Only,10/11/2021,7/21/2021,31713,R,-11
,RS 06 41 00-003-00,"RS 06 41 00-003-00 Casework (TV Bulkhead, Perimeter Doors, Mesh Grid, Mesh Panels)",,,7/12/2021,,7/15/2021,,7/16/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/16/2021,31706,R,-4
,RS 06 41 00-003-01,RS 06 41 00-003-01 Casework (Pivot Doors) ,,,7/22/2021,,8/5/2021,,7/23/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,7/23/2021,31714,R,-11
,RS 06 41 00-003-02,RS 06 41 00-003-02 Casework (Updated Perimeter Doors and Freestanding Grid),,,7/26/2021,,7/28/2021,,7/27/2021,Approved as Noted,Approved as Noted,10/11/2021,7/27/2021,31716,R,-3
,RS 06 41 00-004-00,RS 06 41 00-004-00 Casework (Customization Back Counter) ,,,7/26/2021,,7/28/2021,,7/27/2021,Approved as Noted,Approved as Noted,10/11/2021,7/27/2021,31716,R,-3
,RS 06 41 00-005-00,RS 06 41 00-005-00 Casework (Jersey Wall),Populous,,8/2/2021,,8/4/2021,,8/25/2021,Approved as Noted,Approved as Noted,10/11/2021,8/25/2021,31721,R,-3
,RS 06 41 00-006-00,RS 06 41 00-006-00 Casework (Storage Units and Hat Wall),,,8/4/2021,,8/6/2021,,8/5/2021,Approved as Noted,Approved as Noted,10/11/2021,8/5/2021,31723,R,-3
,RS 06 41 00-007-00,RS 06 41 00-007-00 Casework (TV Bulkhead),,,8/4/2021,,8/6/2021,,8/9/2021,Not Required For Review,Not Required For Review,10/11/2021,8/9/2021,31723,R,-3
,RS 06 41 00-008-00,RS 06 41 00-008-00 TV Bulkhead (Engineering and Structural Calcs) ,,,8/23/2021,,8/25/2021,,8/26/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,8/26/2021,31736,R,-3
,RS 06 41 00-008-01,RS 06 41 00-008-01 TV Bulkhead,,,8/31/2021,,9/2/2021,,9/14/2021,Approved as Noted,Approved as Noted,10/11/2021,9/14/2021,31742,R,-3
,RS 06 41 00-009-00,RS 064100-009-0 Casework (Coors Light Security Gate Millwork),,,8/30/2021,,9/1/2021,,9/2/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,9/2/2021,31741,R,-3
,RS 06 41 00-010-00,RS 06 41 00-010-00 Casework (Perimeter Doors RAL 9004 Pantone 296 Alternate Finish),,,9/7/2021,,9/9/2021,,9/7/2021,Approved,Approved,10/11/2021,9/7/2021,31747,R,-3
